X,C3,A1,C1,A2,B3,B2,A3,X
X,C1,B2,B3,C2,A2,C3,A3,B1,A1,X
X,B3,A1,B2,B1,C3,A3,A2,C2,C1,T
X,A3,A1,B2,C3,C1,X
X,C2,A3,C3,B3,B2,B1,A2,X
X,C2,B2,C1,A2,A1,B3,C3,X
X,B3,C3,A2,C2,A1,C1,O
X,B2,B3,C3,A1,B1,A3,A2,C1,C2,X
X,C3,B2,B3,A2,A1,C1,C2,B1,A3,X
X,B1,C1,C2,A3,B3,C3,A2,B2,O
X,B3,B1,C2,A2,A3,B2,A1,C1,C3,X
X,C1,B3,A3,C2,A2,A1,B2,X
X,B1,C3,C2,A3,B2,A1,C1,B3,O
X,A2,C2,C1,C3,A3,B1,B3,A1,B2,X
X,A1,C3,B3,B1,C1,A3,C2,B2,A2,T
X,A1,A2,B1,C1,B3,C2,B2,X
X,B1,C3,A1,C1,C2,B3,A2,A3,O
X,B1,A1,C1,A2,B3,C2,B2,X
X,B1,C3,A3,B3,B2,C1,C2,A1,A2,X
X,B2,A3,B1,A2,A1,C1,B3,X
X,A1,A2,A3,C1,B1,B2,C3,C2,O
X,C1,B3,A3,C2,B1,C3,B2,X
X,C1,B1,C3,A3,A1,B3,A2,B2,O
X,B2,C1,C3,A1,B1,C2,A3,B3,A2,T
X,B2,A1,B1,A3,C1,B3,C3,A2,O
X,C1,C2,B1,C3,B3,A2,A3,B2,O
X,B3,B2,A1,C1,A2,C3,A3,X
X,A1,B2,A2,B3,C2,B1,O
X,B3,A1,C1,A2,C2,A3,O
X,C2,A3,B1,C1,C3,B3,A2,A1,B2,X
X,C1,A1,B3,C2,B2,C3,A2,B1,A3,X
X,A1,C2,B2,B3,B1,A3,C3,X
X,B3,C2,A3,A2,B2,A1,B1,X
X,C2,A1,B1,A2,C3,B2,B3,A3,O
X,C3,B2,C1,B1,A1,A2,B3,A3,C2,X
X,B3,C1,B2,A3,A2,C3,C2,X
X,C1,C3,A1,B2,B3,C2,B1,X
